ano,aluno_anon,codigo_unidade,nome_unidade,opcao_primeiro_registro,data_primeiro_registro
2025,aluno_0000106,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,4,2024-12-13 09:07:50.380
2025,aluno_0000106,1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,3,2024-12-13 09:07:50.380
2025,aluno_0000107,9032,CP SOLDADINHOS DE DEUS,1,2024-12-13 09:07:58.923
2025,aluno_0000108,1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,1,2025-04-11 10:46:43.000
2025,aluno_0000110,4036,CP CRECHE GIZ COLORIDO,1,2024-12-18 09:56:20.820
2025,aluno_0000111,11003,CP AMIG - ASSOCIAÇÃO DOS MORADORES DA ILHA DO GOVERNADOR,2,2024-12-16 08:45:15.453
2025,aluno_0000111,11006,CP CRECHE CASULO DO DENDÊ,1,2024-12-16 08:45:15.453
2025,aluno_0000111,1120602,CM CORA CORALINA,3,2024-12-16 08:45:15.453
2025,aluno_0000111,1120603,CM DOUTOR ANTÔNIO MONTEIRO,4,2024-12-16 08:45:15.453
2025,aluno_0000112,2016,CP CASA MATERNAL MELLO MATTOS,1,2024-12-11 08:50:42.380
2025,aluno_0000113,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,2,2024-12-12 17:06:22.900
2025,aluno_0000113,7014,CP CENTRO INTEGRADO SÃO JOSÉ,4,2024-12-12 17:06:22.900
2025,aluno_0000113,716605,CM SEMPRE VIDA NISE DA SILVEIRA,3,2024-12-12 17:06:22.900
2025,aluno_0000113,734802,EDI SENHORA PERCILIANA PEREIRA DE ALVARENGA,1,2024-12-12 17:06:22.900
2025,aluno_0000114,4015,CP ESPAÇO DE EDUCAÇÃO INFANTIL VILA DO JOÃO,1,2024-12-13 14:29:45.667
2025,aluno_0000114,430602,CM VILA PINHEIRO,5,2024-12-13 14:29:45.667
2025,aluno_0000114,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,3,2024-12-13 14:29:45.667
2025,aluno_0000114,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,2,2024-12-13 14:29:45.667
2025,aluno_0000114,430815,EDI PESCADOR ALBANO ROSA,4,2024-12-13 14:29:45.667
2025,aluno_0000115,312601,CM CANTINHO FELIZ,1,2024-12-13 09:13:37.973
2025,aluno_0000116,102601,CM SEMPRE VIDA SANTO ANTÔNIO DE PÁDUA,1,2025-02-27 07:48:16.173
2025,aluno_0000116,103605,CM BRINCADEIRAS DE CRIANÇA,3,2025-02-27 07:48:16.173
2025,aluno_0000116,103805,EDI BEATRIZ VICÊNCIA BANDEIRA RYFF,2,2025-02-27 07:48:16.173
2025,aluno_0000119,918834,EDI ENGENHEIRA ELAINE MONSORES PIRES,1,2024-12-13 11:44:17.750
2025,aluno_0000120,8009,CP ASSOCIAÇÃO RECREATIVA PINGUINHO DE GENTE,2,2024-12-17 15:14:14.857
2025,aluno_0000120,817619,CM PROFESSORA REGINA MARIA DA MATTA MONTEZANO,3,2024-12-17 15:14:14.857
2025,aluno_0000120,817815,EDI SENHOR JOÃO GOMES,1,2024-12-17 15:14:14.857
2025,aluno_0000122,10061,CP CRECHE COMUNITÁRIA ESTRELA DO AMANHÃ,1,2024-12-17 11:28:25.350
2025,aluno_0000122,1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,2,2024-12-17 11:28:25.350
2025,aluno_0000123,10046,CP CRECHE COMUNITÁRIA DEUS É FIEL - CCDF,1,2024-12-13 09:09:44.790
2025,aluno_0000124,5009,CP ASSOCIAÇÃO CRECHE ESPERANÇA - IRAJÁ,1,2024-12-16 23:23:44.730
2025,aluno_0000125,10061,CP CRECHE COMUNITÁRIA ESTRELA DO AMANHÃ,1,2024-12-17 11:28:28.603
2025,aluno_0000125,1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,2,2024-12-17 11:28:28.603
2025,aluno_0000126,7003,CP CRECHE ESCOLA MÃE ASTÉRIA,2,2024-12-11 09:06:16.840
2025,aluno_0000126,716806,EDI PROFESSORA EDILIA COELHO GARCIA,1,2024-12-11 09:06:16.840
2025,aluno_0000127,10024,CP CRECHE COMUNITÁRIA MUNDO ENCANTADO DA CRIANÇA,3,2024-12-13 13:56:32.920
2025,aluno_0000127,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,2,2024-12-13 13:56:32.920
2025,aluno_0000127,1019803,EDI LARYSSA SILVA MARTINS,1,2024-12-13 13:56:32.920
2025,aluno_0000128,3026,CP CHALÉ SEMENTINHA,1,2024-12-11 08:54:54.503
2025,aluno_0000128,3039,CP CRECHE COMUNITÁRIA CÉU AZUL,2,2024-12-11 08:54:54.503
2025,aluno_0000129,5010,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL VII,1,2024-12-16 13:46:33.307
2025,aluno_0000129,625615,CM EDNA LOTTE,1,2024-12-16 13:46:33.007
2025,aluno_0000130,10024,CP CRECHE COMUNITÁRIA MUNDO ENCANTADO DA CRIANÇA,3,2024-12-13 13:56:32.583
2025,aluno_0000130,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,2,2024-12-13 13:56:32.583
2025,aluno_0000130,1019803,EDI LARYSSA SILVA MARTINS,1,2024-12-13 13:56:32.583
2025,aluno_0000131,11001,CP CRECHE COMUNITÁRIA ALEGRIA DA CRIANÇA,3,2024-12-12 15:48:52.600
2025,aluno_0000131,1120602,CM CORA CORALINA,2,2024-12-12 15:48:52.600
2025,aluno_0000131,1120603,CM DOUTOR ANTÔNIO MONTEIRO,1,2024-12-12 15:48:52.600
2025,aluno_0000132,2010,CP CRECHE PATINHO FELIZ,2,2024-12-16 15:52:32.070
2025,aluno_0000132,2011,CP SOCIEDADE CIVIL DE ASSISTÊNCIA A MENORES - CASA DA DINDA,3,2024-12-16 15:52:32.070
2025,aluno_0000132,2048,CP LAR CANTINHO FELIZ,1,2024-12-16 15:52:32.070
2025,aluno_0000132,209602,CM CANTINHO DO CÉU,5,2024-12-16 15:52:32.070
2025,aluno_0000132,209610,CM FRANCISCO DE PAULA,4,2024-12-16 15:52:32.070
2025,aluno_0000133,5001,CP ASSOCIAÇÃO AMIGOS DA CRIANÇA - CRECHE ROCHA MIRANDA,2,2024-12-13 12:04:41.720
2025,aluno_0000133,5015,CP AEMMAC - ROCHA MIRANDA,1,2024-12-13 12:04:41.720
2025,aluno_0000133,5016,CP ASSOCIAÇÃO EDUCACIONAL E CULTURAL SÃO BERNARDO - CSB,3,2024-12-13 12:04:41.720
2025,aluno_0000134,8002,CP CRECHE ESPÍRITA FRANCISCO DE ASSIS,4,2024-12-16 16:25:09.307
2025,aluno_0000134,8004,CP CRECHE COMUNITÁRIA NINO,5,2024-12-16 16:25:09.307
2025,aluno_0000134,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,1,2024-12-16 16:25:09.307
2025,aluno_0000134,817615,CM VILA UNIÃO DA PAZ,3,2024-12-16 16:25:09.307
2025,aluno_0000134,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,2,2024-12-16 16:25:09.307
2025,aluno_0000135,10058,CP CRECHE ESCOLA COMUNITÁRIA MALLETZINHO,3,2024-12-17 08:59:42.697
2025,aluno_0000135,1019820,EDI INAIÁ WANDERLEY CARMO,1,2024-12-17 08:59:42.697
2025,aluno_0000135,1019822,EDI PROFESSORA KATIA MIRANDA SANTOS,2,2024-12-17 08:59:42.697
2025,aluno_0000136,411801,EDI MARIANA ROCHA DE SOUZA,1,2024-12-13 10:18:26.987
2025,aluno_0000136,5008,CP ASSOCIAÇÃO HOUSE BABY - VILA KOSMOS,1,2024-12-13 10:18:26.943
2025,aluno_0000136,5012,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL XI,2,2024-12-13 10:18:26.943
2025,aluno_0000138,10019,CP ESCOLA COMUNITÁRIA JARDIM ALEXANDRINO,1,2024-12-13 16:57:54.613
2025,aluno_0000139,10019,CP ESCOLA COMUNITÁRIA JARDIM ALEXANDRINO,1,2024-12-13 16:57:54.237
2025,aluno_0000140,312804,EDI PROFESSORA TÂNIA MARTINS NOVO LENZ,1,2025-09-15 14:25:37.577
2025,aluno_0000141,4002,CP INSTITUTO EDUCACIONAL LUIZ ANTONIO - IELA,1,2024-12-17 09:02:32.713
2025,aluno_0000142,918614,CM ZÉLIA CHAUKE CURI,1,2025-03-18 08:45:14.897
2025,aluno_0000143,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,1,2024-12-16 08:46:57.207
2025,aluno_0000144,4012,CP CRECHE ESCOLA MIMI I,1,2024-12-18 09:06:40.987
2025,aluno_0000144,4049,CP INSTITUTO JOSEFA LAURENTINO,2,2024-12-18 09:06:40.987
2025,aluno_0000144,430602,CM VILA PINHEIRO,5,2024-12-18 09:06:40.987
2025,aluno_0000144,430603,CM TIO MÁRIO,4,2024-12-18 09:06:40.987
2025,aluno_0000144,430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,3,2024-12-18 09:06:40.987
2025,aluno_0000145,10084,CP CRECHE COMUNITÁRIA AQUARELA DO SABER (GUARATIBA),2,2024-12-13 12:58:04.450
2025,aluno_0000145,1026604,CM JOSEPHA FERREIRA DA COSTA,1,2024-12-13 12:58:04.450
2025,aluno_0000145,9029,CP INSTITUTO CRECHE DO PAPAI,1,2024-12-13 12:58:04.420
2025,aluno_0000146,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,1,2024-12-17 11:11:28.360
2025,aluno_0000147,4018,CP SOCIEDADE DE ENSINO TEREZA CRISTINA,1,2024-12-18 09:19:52.953
2025,aluno_0000148,430602,CM VILA PINHEIRO,4,2024-12-12 08:22:00.583
2025,aluno_0000148,430809,EDI MEDALHISTA OLÍMPICO LUIZ FELIPE MARQUES FONTELES,1,2024-12-12 08:22:00.583
2025,aluno_0000148,430810,EDI MEDALHISTA OLÍMPICO EVANDRO MOTTA MARCONDES GUERRA,3,2024-12-12 08:22:00.583
2025,aluno_0000148,430811,EDI MEDALHISTA OLÍMPICO WILLIAM PEIXOTO ARJONA,2,2024-12-12 08:22:00.583
2025,aluno_0000149,625606,CM LUÍS DE SOUZA DA COSTA BARROS,2,2024-12-13 09:08:43.530
2025,aluno_0000149,625607,CM LUIZA DE BARROS DE SÁ FREIRE,3,2024-12-13 09:08:43.530
2025,aluno_0000149,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,1,2024-12-13 09:08:43.530
2025,aluno_0000151,10046,CP CRECHE COMUNITÁRIA DEUS É FIEL - CCDF,1,2024-12-13 09:11:45.280
2025,aluno_0000152,206602,CM VIDIGAL,1,2025-03-07 13:19:25.517
2025,aluno_0000153,10066,CP CRECHE COMUNITÁRIA ARTE & CULTURA,1,2025-02-08 12:08:29.360
2025,aluno_0000154,625611,CM ZILKA SALABERRY,3,2024-12-13 09:12:29.513
2025,aluno_0000154,625612,CM YEDDA MARQUES LAMOUNIER DE ANDRADE MACIEL,2,2024-12-13 09:12:29.513
2025,aluno_0000154,625615,CM EDNA LOTTE,1,2024-12-13 09:12:29.513
2025,aluno_0000155,4018,CP SOCIEDADE DE ENSINO TEREZA CRISTINA,1,2024-12-18 09:19:54.683
2025,aluno_0000156,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,1,2024-12-16 22:51:08.000
2025,aluno_0000156,1026806,EDI MEDALHISTA OLÍMPICO FELIPE ALMEIDA WU,2,2024-12-16 22:51:08.000
2025,aluno_0000157,2016,CP CASA MATERNAL MELLO MATTOS,1,2024-12-16 15:53:30.420
2025,aluno_0000157,2046,CP ESPAÇO SANTA TEREZINHA - EST,2,2024-12-16 15:53:30.420
2025,aluno_0000157,2053,CP CRECHE ESPERANÇA,3,2024-12-16 15:53:30.420
2025,aluno_0000157,4043,CP ASSOCIAÇÃO COMUNITÁRIA EDUCACIONAL FLORESCER,2,2024-12-16 15:53:30.550
2025,aluno_0000157,4044,CP CRECHE HOUSE BABY - BONSUCESSO,1,2024-12-16 15:53:30.550
2025,aluno_0000158,918602,CM VITÓRIA DA PAZ,1,2025-04-10 11:25:28.717
2025,aluno_0000159,625615,CM EDNA LOTTE,1,2024-12-18 08:56:28.670
2025,aluno_0000161,10040,CP CICIM I,2,2024-12-13 09:10:12.897
2025,aluno_0000161,10042,CP CICIM II,1,2024-12-13 09:10:12.897
2025,aluno_0000162,10032,CP CRECHE COMUNITÁRIA MUNDO MÁGICO,1,2025-04-09 11:44:39.440
2025,aluno_0000163,4027,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IV,1,2024-12-18 09:36:19.127
2025,aluno_0000164,5009,CP ASSOCIAÇÃO CRECHE ESPERANÇA - IRAJÁ,3,2024-12-13 11:09:15.757
2025,aluno_0000164,514607,CM SEMENTINHA,2,2024-12-13 11:09:15.757
2025,aluno_0000164,515602,CM SÃO MIGUEL ARCANJO,1,2024-12-13 11:09:15.757
2025,aluno_0000165,1019821,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,1,2025-05-13 12:36:22.963
2025,aluno_0000166,3022,CP INSTITUTO AVANTE ELITE DO FUTURO,2,2024-12-16 22:44:56.110
2025,aluno_0000166,313802,EDI ANÍSIO TEIXEIRA,1,2024-12-16 22:44:56.110
2025,aluno_0000167,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,1,2025-04-10 14:49:08.607
2025,aluno_0000169,3029,CP CRECHE BRINCANDO COM JUNINHO,1,2024-12-13 09:10:01.730
2025,aluno_0000170,7027,CP CRECHE MUNDO MÁGICO I,4,2024-12-13 09:09:46.107
2025,aluno_0000170,7042,CP INSTITUTO EDUCACIONAL DIVA ALVES II,5,2024-12-13 09:09:46.107
2025,aluno_0000170,716609,CM RIO NOVO - RIO DAS FLORES,2,2024-12-13 09:09:46.107
2025,aluno_0000170,716812,EDI ESCRITORA CLARICE LISPECTOR,1,2024-12-13 09:09:46.107
2025,aluno_0000170,724602,CM DINA SFAT,3,2024-12-13 09:09:46.107
2025,aluno_0000171,103605,CM BRINCADEIRAS DE CRIANÇA,2,2024-12-19 10:37:37.677
2025,aluno_0000171,103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,1,2024-12-19 10:37:37.677
2025,aluno_0000172,102604,CM ARCO-ÍRIS,5,2024-12-16 15:48:05.450
2025,aluno_0000172,103602,CM DIREITOS HUMANOS,4,2024-12-16 15:48:05.450
2025,aluno_0000172,103804,EDI ZÉLIA GATTAI AMADO,1,2024-12-16 15:48:05.450
2025,aluno_0000172,103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,3,2024-12-16 15:48:05.450
2025,aluno_0000172,123603,CM FALLET,2,2024-12-16 15:48:05.450
2025,aluno_0000173,8009,CP ASSOCIAÇÃO RECREATIVA PINGUINHO DE GENTE,4,2025-03-07 15:36:58.697
2025,aluno_0000173,817601,CM JOSÉ FÉLIX,2,2025-03-07 15:36:58.697
2025,aluno_0000173,817614,CM FAZENDA COQUEIROS II,3,2025-03-07 15:36:58.697
2025,aluno_0000173,817803,EDI JOSÉ EPHIM MINDLIN,1,2025-03-07 15:36:58.697
2025,aluno_0000173,817808,EDI PROFESSOR ANTONIO FLAVIO PIERUCCI,5,2025-03-07 15:36:58.697
2025,aluno_0000174,7013,CP ESPAÇO DE EDUCAÇÃO INFANTIL CIDADE DE DEUS,3,2024-12-13 08:41:21.990
2025,aluno_0000174,716808,EDI PROFESSORA MARIA BERENICE PARENTE,2,2024-12-13 08:41:21.990
2025,aluno_0000174,716818,EDI PROFESSORA CLÁUDIA PIRES CONTINO DA SILVA,1,2024-12-13 08:41:21.990
2025,aluno_0000175,9029,CP INSTITUTO CRECHE DO PAPAI,1,2024-12-19 09:00:27.450
2025,aluno_0000177,329801,EDI DONA LINDU,1,2024-12-16 22:54:30.507
2025,aluno_0000178,312806,EDI PROFESSORA ELIANE MONTE CHIARI DANTAS,1,2024-12-16 22:31:06.200
2025,aluno_0000178,312809,EDI PROFESSORA VALÉRIA PEREIRA DE SOUZA PINTO,2,2024-12-16 22:31:06.200
2025,aluno_0000178,329801,EDI DONA LINDU,4,2024-12-16 22:31:06.200
2025,aluno_0000178,330602,CM NOVA BRASÍLIA,3,2024-12-16 22:31:06.200
2025,aluno_0000180,817619,CM PROFESSORA REGINA MARIA DA MATTA MONTEZANO,1,2024-12-17 15:14:17.103
2025,aluno_0000180,817815,EDI SENHOR JOÃO GOMES,2,2024-12-17 15:14:17.103
2025,aluno_0000181,430805,EDI PROFESSORA SOLANGE CONCEIÇÃO TRICARICO,1,2025-04-07 09:43:32.767
2025,aluno_0000182,625802,EDI WESLEY GUILBER RODRIGUES DE ANDRADE,2,2024-12-18 08:45:48.037
2025,aluno_0000182,625804,EDI PROFESSORA HELIA LÚCIA MORENO FERREIRA,1,2024-12-18 08:45:48.037
2025,aluno_0000183,102602,CM ANA MARIA DA CRUZ SILVA,2,2024-12-12 15:23:42.960
2025,aluno_0000183,103605,CM BRINCADEIRAS DE CRIANÇA,1,2024-12-12 15:23:42.960
2025,aluno_0000183,103607,CM ESTÁCIO DE SÁ,4,2024-12-12 15:23:42.960
2025,aluno_0000183,103802,EDI LILY MARINHO,5,2024-12-12 15:23:42.960
2025,aluno_0000183,103807,EDI MARIA LUIZA NOBRE - TIA LUIZINHA,3,2024-12-12 15:23:42.960
2025,aluno_0000184,7038,CP CAAD UNIVERSO DAS FLORES,1,2024-12-13 11:51:37.693
2025,aluno_0000185,206602,CM VIDIGAL,1,2024-12-11 09:27:23.733
2025,aluno_0000186,716613,CM MARIA DA CONCEIÇÃO SILVEIRA DE CARVALHO,1,2024-12-11 10:08:41.800
2025,aluno_0000186,716614,CM AUGUSTO DE CARVALHO TORRES FILHO,3,2024-12-11 10:08:41.800
2025,aluno_0000186,716807,EDI LEILA DINIZ,5,2024-12-11 10:08:41.800
2025,aluno_0000186,716813,EDI PROFESSORA KENIA MENDES DOS SANTOS,2,2024-12-11 10:08:41.800
2025,aluno_0000186,716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,4,2024-12-11 10:08:41.800
2025,aluno_0000187,10081,CP CENTRO EDUCACIONAL ESTRELA DO AMANHÃ,1,2024-12-13 09:09:35.950
2025,aluno_0000187,1026604,CM JOSEPHA FERREIRA DA COSTA,2,2024-12-13 09:09:35.950
2025,aluno_0000188,1026805,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,1,2024-12-16 09:10:18.533
2025,aluno_0000188,1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,2,2024-12-16 09:10:18.533
2025,aluno_0000188,918808,EDI PROFESSORA MARTA REGINA PERROTA,1,2024-12-16 09:10:18.720
2025,aluno_0000190,9023,CP ESPAÇO CRIATIVO SALOMÃO,1,2024-12-13 09:08:03.210
2025,aluno_0000192,102604,CM ARCO-ÍRIS,2,2024-12-16 13:58:25.970
2025,aluno_0000192,102605,CM ALDEIA DOS CURUMINS,1,2024-12-16 13:58:25.970
2025,aluno_0000192,102606,CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA,3,2024-12-16 13:58:25.970
2025,aluno_0000192,204602,CM ARACY GUIMARÃES ROSA,1,2024-12-16 13:58:26.890
2025,aluno_0000194,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,1,2025-06-05 16:17:08.557
2025,aluno_0000194,3026,CP CHALÉ SEMENTINHA,1,2025-06-05 11:12:17.360
2025,aluno_0000195,7027,CP CRECHE MUNDO MÁGICO I,3,2024-12-12 17:57:39.610
2025,aluno_0000195,7042,CP INSTITUTO EDUCACIONAL DIVA ALVES II,5,2024-12-12 17:57:39.610
2025,aluno_0000195,716609,CM RIO NOVO - RIO DAS FLORES,1,2024-12-12 17:57:39.610
2025,aluno_0000195,716812,EDI ESCRITORA CLARICE LISPECTOR,2,2024-12-12 17:57:39.610
2025,aluno_0000195,724602,CM DINA SFAT,4,2024-12-12 17:57:39.610
2025,aluno_0000196,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,1,2024-12-16 16:02:57.213
2025,aluno_0000196,313609,CM RECANTO DA CACHOEIRA,2,2024-12-16 16:02:57.213
2025,aluno_0000197,4027,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IV,3,2024-12-18 09:36:28.167
2025,aluno_0000197,4040,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL X,1,2024-12-18 09:36:28.167
2025,aluno_0000197,431605,CM SEMPRE VIDA DIQUE,2,2024-12-18 09:36:28.167
2025,aluno_0000198,1019602,CM SEMPRE VIDA ANTARES,1,2025-04-11 17:08:54.323
2025,aluno_0000199,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,1,2024-12-16 16:02:53.767
2025,aluno_0000199,313609,CM RECANTO DA CACHOEIRA,2,2024-12-16 16:02:53.767
2025,aluno_0000200,625817,EDI PROFESSORA DANIELE SIMÕES DE SOUZA LOPES,1,2024-12-18 08:32:49.380
2025,aluno_0000201,2010,CP CRECHE PATINHO FELIZ,1,2024-12-16 13:28:28.820
2025,aluno_0000201,313604,CM NOSSO CANTINHO,1,2024-12-16 13:28:28.953
2025,aluno_0000202,3033,CP INSTITUTO EDUCACIONAL T & P CONQUISTA,1,2024-12-16 16:02:58.967
2025,aluno_0000203,833806,EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO,1,2024-12-17 14:56:06.677
2025,aluno_0000204,716603,CM CRIANÇA DO FUTURO,3,2024-12-13 12:14:21.927
2025,aluno_0000204,716614,CM AUGUSTO DE CARVALHO TORRES FILHO,1,2024-12-13 12:14:21.927
2025,aluno_0000204,716807,EDI LEILA DINIZ,2,2024-12-13 12:14:21.927
2025,aluno_0000204,716820,EDI MEDALHISTA OLÍMPICA ÁGATHA BEDNARCZUK RIPPEL,4,2024-12-13 12:14:21.927
2025,aluno_0000205,10018,CP CRECHE ESCOLA COMUNITÁRIA SÍTIO ALEGRE,4,2024-12-17 08:21:33.583
2025,aluno_0000205,10040,CP CICIM I,2,2024-12-17 08:21:33.583
2025,aluno_0000205,10042,CP CICIM II,1,2024-12-17 08:21:33.583
2025,aluno_0000205,1019627,CM VOVÓ BENTA,3,2024-12-17 08:21:33.583
2025,aluno_0000206,716818,EDI PROFESSORA CLÁUDIA PIRES CONTINO DA SILVA,1,2024-12-18 15:49:16.480
2025,aluno_0000207,9009,CP CRECHE COMUNITÁRIA CRIANÇAS DE OURO,3,2024-12-17 12:20:11.717
2025,aluno_0000207,918620,CM EMILIO IBRAHIM LÁZARO JUBRAM DIB,1,2024-12-17 12:20:11.717
2025,aluno_0000207,918822,EDI PROFESSOR ANDRÉ LUIZ GILS,2,2024-12-17 12:20:11.717
2025,aluno_0000208,3013,CP CRECHE DO JACAREZINHO,1,2024-12-11 08:45:53.697
2025,aluno_0000208,3014,CP CRECHE PLANTANDO O AMANHÃ,2,2024-12-11 08:45:53.697
2025,aluno_0000208,4028,CP CRECHE TIA NANE I,1,2024-12-11 08:45:53.840
2025,aluno_0000208,4046,CP CRECHE TIA NANE III,2,2024-12-11 08:45:53.840
2025,aluno_0000208,4048,CP INSTITUTO DE EDUCAÇÃO EUCLIDES DOS SANTOS II,3,2024-12-11 08:45:53.840
2025,aluno_0000210,11003,CP AMIG - ASSOCIAÇÃO DOS MORADORES DA ILHA DO GOVERNADOR,1,2024-12-13 09:08:25.073
2025,aluno_0000210,11004,CP CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOÉ - CAECAN,2,2024-12-13 09:08:25.073
2025,aluno_0000210,11007,CP CRECHE ESFERA KIDS,5,2024-12-13 09:08:25.073
2025,aluno_0000210,11009,CP CRECHE COMUNITÁRIA IRMÃ MOROCHA (CCIM),4,2024-12-13 09:08:25.073
2025,aluno_0000210,1120801,EDI JOSÉ DE SOUZA RAMOS,3,2024-12-13 09:08:25.073
2025,aluno_0000211,4018,CP SOCIEDADE DE ENSINO TEREZA CRISTINA,1,2024-12-13 09:12:20.137
2025,aluno_0000212,5009,CP ASSOCIAÇÃO CRECHE ESPERANÇA - IRAJÁ,3,2024-12-16 23:23:51.710
2025,aluno_0000212,514605,CM O SONHO DE RAMON PASCUAL,4,2024-12-16 23:23:51.710
2025,aluno_0000212,515602,CM SÃO MIGUEL ARCANJO,2,2024-12-16 23:23:51.710
2025,aluno_0000212,515608,CM MARIA JOSÉ DE PAULA DE JESUS,1,2024-12-16 23:23:51.710
2025,aluno_0000213,918805,EDI CANTORA CESÁRIA ÉVORA,3,2024-12-16 23:26:36.337
2025,aluno_0000213,918828,EDI ALYRIO CAVALLIERI,2,2024-12-16 23:26:36.337
2025,aluno_0000213,918829,EDI RUBEM AZEVEDO ALVES,1,2024-12-16 23:26:36.337
2025,aluno_0000213,918831,EDI ELFLODÍZIO DOS SANTOS,5,2024-12-16 23:26:36.337
2025,aluno_0000213,918835,EDI MEDALHISTA OLÍMPICO ARTHUR NORY OYAKAWA MARIANO,4,2024-12-16 23:26:36.337
2025,aluno_0000214,9030,CP ESPAÇO DE DESENVOLVIMENTO PEDRITA,1,2025-07-15 21:35:08.197
2025,aluno_0000215,9020,CP ASSOCIAÇÃO DE MORADORES UNIÃO DAS BASES DE URUCÂNIA E ADJACÊNCIAS - CAMPO GRANDE,3,2024-12-13 09:07:29.790
2025,aluno_0000215,9032,CP SOLDADINHOS DE DEUS,2,2024-12-13 09:07:29.790
2025,aluno_0000215,918803,EDI LUDMILA MÁXIMO MOREIRA CARDOSO,1,2024-12-13 09:07:29.790
2025,aluno_0000216,4032,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL V,3,2024-12-16 23:02:15.057
2025,aluno_0000216,4034,CP CASA DE JOEL II,2,2024-12-16 23:02:15.057
2025,aluno_0000216,4036,CP CRECHE GIZ COLORIDO,1,2024-12-16 23:02:15.057
2025,aluno_0000216,4039,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL IX,5,2024-12-16 23:02:15.057
2025,aluno_0000216,4042,CP CENTRO CULTURAL PEDACINHO DO CÉU,4,2024-12-16 23:02:15.057
2025,aluno_0000217,430602,CM VILA PINHEIRO,2,2024-12-13 09:09:55.197
2025,aluno_0000217,430603,CM TIO MÁRIO,5,2024-12-13 09:09:55.197
2025,aluno_0000217,430801,"EDI PESCADOR ISIDORO DUARTE - ""DORO""",3,2024-12-13 09:09:55.197
2025,aluno_0000217,430807,EDI MARIA AMÉLIA CASTRO E SILVA BELFORT,4,2024-12-13 09:09:55.197
2025,aluno_0000217,430815,EDI PESCADOR ALBANO ROSA,1,2024-12-13 09:09:55.197
2025,aluno_0000218,515801,EDI KARINE LORRAINE CHAGAS DE OLIVEIRA,1,2024-12-13 09:12:22.880
2025,aluno_0000218,6018,CP ASSOCIAÇÃO CRECHE ESPERANÇA - COELHO NETO,2,2024-12-13 09:12:22.827
2025,aluno_0000218,625604,CM HERBERT DE SOUZA - BETINHO,1,2024-12-13 09:12:22.827
2025,aluno_0000220,8007,CP CRECHE E ESCOLA COMUNITÁRIA GENTE INOCENTE - BANGU,2,2024-12-13 09:08:45.010
2025,aluno_0000220,817609,CM RECANTO FELIZ,4,2024-12-13 09:08:45.010
2025,aluno_0000220,817615,CM VILA UNIÃO DA PAZ,3,2024-12-13 09:08:45.010
2025,aluno_0000220,817804,EDI PROFESSORA EDITH MARQUES DE SOUZA,1,2024-12-13 09:08:45.010
2025,aluno_0000221,7027,CP CRECHE MUNDO MÁGICO I,1,2025-05-27 12:26:19.873
